-6.1697, 1.4213, 0.9282, 0.9427, 12.0086, 1.0897, -0.5398, 5.1017
11.1791, -1.9578, 1.0956, 0.2268, -3.6948, 4.6262, 2.8945, 1.5727
-0.1784, 6.2529, 2.7028, 3.0347, 4.3079, 2.2157, -0.1963, 9.1485
7.8034, 2.0660, 0.0713, 0.2670, 4.1125, -2.2305, -1.6266, 11.4401
0.4409, -3.6895, 1.2592, 2.1761, 9.1875, 2.6911, -2.3521, 7.0440
-1.2180, 1.9165, 1.5866, 1.5772, 4.7817, 2.1887, 5.1263, 0.7035
4.0816, 4.7793, 2.9253, 0.0703, 3.2264, 2.4513, -0.0668, 8.1017
6.7165, 1.3363, 3.9324, 2.1493, 0.7538, 0.6923, -0.3396, 2.3825
